,sentence,title,key,value
172,unsuitable extinguishing,0,0,0
173,media,0,0,0
174,,0,0,0
175,do not use water jet as an extinguisher as this will spread the fire,0,0,0
176,,0,0,0
177,special hazards arising from the substance or mixture,0,0,0
178,specific hazards,0,0,0
179,,0,0,0
180,dust may form explosive mixture with air thermal decomposition or combustion products,0,0,0
181,may include the following substances toxic and corrosive gases or vapors,0,0,0
182,,0,0,0
183,2 11,0,0,0
184,,0,0,0
185,revision date 10 11 2017,0,0,0
186,,0,0,0
187,revision 2,0,0,0
188,,0,0,0
189,supersedes date 5 23 2017,0,0,0
190,,0,0,0
191,omnirad 184,0,0,0
192,hazardous combustion,0,0,0
193,products,0,0,0
194,,0,0,0
195,thermal decomposition or combustion products may include the following substances toxic,0,0,0
196,and corrosive gases or vapors carbon monoxide co,0,0,0
197,,0,0,0
198,advice for firefighters,0,0,0
199,protective actions during,0,0,0
200,firefighting,0,0,0
201,,0,0,0
202,in case of fire evacuate area no action shall be taken without appropriate training or,0,0,0
203,involving any personal risk fight fire from safe distance or protected location keep upwind to,0,0,0
204,avoid inhalation of gases vapors fumes and smoke contain and collect extinguishing water,0,0,0
205,avoid the spillage or runoff entering drains sewers or watercourses if risk of water pollution,0,0,0
206,occurs notify appropriate authorities,0,0,0
207,,0,0,0
208,special protective equipment,0,0,0
209,for firefighters,0,0,0
210,,0,0,0
211,wear positive pressure self contained breathing apparatus scba and appropriate protective,0,0,0
212,clothing standard firefighter s clothing including helmets protective boots and gloves will,0,0,0
213,provide a basic level of protection for chemical incidents,0,0,0
214,,0,0,0
215,6 accidental release measures,1,0,0
216,personal precautions protective equipment and emergency procedures,0,0,0
217,personal precautions,0,0,0
218,,0,0,0
219,no smoking sparks flames or other sources of ignition near spillage take precautionary,0,0,0
220,measures against static discharges do not touch or walk into spilled material avoid,0,0,0
221,inhalation of dust and contact with skin and eyes do not enter storage areas or confined,0,0,0
222,spaces unless adequately ventilated use suitable respiratory protection if ventilation is,0,0,0
223,inadequate wear protective clothing as described in section 8 of this safety data sheet,0,0,0
224,,0,0,0
225,environmental precautions,0,0,0
226,environmental precautions,0,0,0
227,,0,0,0
228,avoid or minimize the creation of any environmental contamination avoid the spillage or,0,0,0
229,runoff entering drains sewers or watercourses environmental manager must be informed of,0,0,0
230,all major spillages spillages or uncontrolled discharges into watercourses must be reported,0,0,0
231,immediately to the environmental agency or other appropriate regulatory body,0,0,0
232,,0,0,0
233,methods and material for containment and cleaning up,0,0,0
234,methods for cleaning up,0,0,0
235,,0,0,0
236,wear protective clothing as described in section 8 of this safety data sheet eliminate all,0,0,0
237,ignition sources if safe to do so if involved in a fire shut off flow if it can be done without risk,0,0,0
238,provide adequate ventilation do not touch or walk into spilled material to prevent release,0,0,0
239,place container with damaged side up remove spillage with vacuum cleaner or collect with a,0,0,0
240,shovel and broom or similar collect and place in suitable waste disposal containers and seal,0,0,0
241,securely for waste disposal see section 13,0,0,0
242,,0,0,0
243,reference to other sections,0,0,0
244,,0,0,0
245,see section 1 for emergency contact information for personal protection see section 8 see,0,0,0
246,section 11 for additional information on health hazards see section 12 for additional,0,0,0
247,information on ecological hazards for waste disposal see section 13,0,0,0
248,,0,0,0
249,7 handling and storage,1,0,0
250,precautions for safe handling,0,0,0
251,usage precautions,0,0,0
252,,0,0,0
253,for use in industrial installations or professional treatment only do not handle until all safety,0,0,0
254,precautions have been read and understood do not eat drink or smoke when using this,0,0,0
255,product wear protective clothing as described in section 8 of this safety data sheet do not,0,0,0
256,handle broken packages without protective equipment avoid breathing dust mechanical,0,0,0
257,ventilation or local exhaust ventilation may be required if ventilation is inadequate suitable,0,0,0
258,respiratory protection must be worn keep away from heat hot surfaces sparks open flames,0,0,0
259,and other ignition sources no smoking take precautionary measures against static,0,0,0
260,discharges do not empty into drains,0,0,0
261,,0,0,0
262,3 11,0,0,0
263,,0,0,0
264,revision date 10 11 2017,0,0,0
265,,0,0,0
266,revision 2,0,0,0
267,,0,0,0
268,supersedes date 5 23 2017,0,0,0
269,,0,0,0
270,omnirad 184,0,0,0
271,advice on general,0,0,0
272,occupational hygiene,0,0,0
273,,0,0,0
274,do not smoke in work area good personal hygiene procedures should be implemented,0,0,0
275,wash at the end of each work shift and before eating smoking and using the toilet wash,0,0,0
276,promptly if skin becomes contaminated take off immediately all contaminated clothing and,0,0,0
277,wash it before reuse eye wash facilities and emergency shower must be available when,0,0,0
278,handling this product warn cleaning personnel of any hazardous properties of the product,0,0,0
279,,0,0,0
280,conditions for safe storage including any incompatibilities,0,0,0
281,storage precautions,0,0,0
282,,0,0,0
283,keep away from heat hot surfaces sparks open flames and other ignition sources no,0,0,0
284,smoking keep in a cool well ventilated place protect from freezing and direct sunlight keep,0,0,0
285,away from food drink and animal feeding stuffs keep away from oxidizing materials heat,0,0,0
286,and flames store in a demarcated bunded area to prevent release to drains and or,0,0,0
287,watercourses,0,0,0
288,,0,0,0
289,storage class,0,0,0
290,,0,0,0
291,chemical storage,0,0,0
292,,0,0,0
293,specific end uses s,0,0,0
294,specific end use s,0,0,0
295,,0,0,0
296,the identified uses for this product are detailed in section 1,0,0,0
297,,0,0,0
298,8 exposure controls personal protection,1,0,0
299,control parameters,0,0,0
300,occupational exposure limits,0,0,0
301,none,0,0,0
302,exposure controls,0,0,0
303,protective equipment,0,0,0
304,,0,0,0
305,appropriate engineering,0,0,0
306,controls,0,0,0
307,,0,0,0
308,provide adequate ventilation,0,0,0
309,,0,0,0
310,eye face protection,0,0,0
311,,0,0,0
312,wear tight fitting chemical splash goggles or face shield,0,0,0
313,,0,0,0
314,hand protection,0,0,0
315,,0,0,0
316,wear protective gloves to protect hands from chemicals gloves should comply with osha,0,0,0
317,1910 138 and be demonstrated to be impervious to the chemical and resist degradation for,0,0,0
318,exposure up to 4 hours wear gloves made of the following material nitrile rubber,0,0,0
319,chloroprene rubber thickness 0 4 mm the most suitable glove should be chosen in,0,0,0
320,consultation with the glove supplier manufacturer who can provide information about the,0,0,0
321,breakthrough time of the glove material considering the data specified by the glove,0,0,0
322,manufacturer check during use that the gloves are retaining their protective properties and,0,0,0
323,change them as soon as any deterioration is detected,0,0,0
324,,0,0,0
325,other skin and body,0,0,0
326,protection,0,0,0
327,,0,0,0
328,wear apron or protective clothing in case of contact,0,0,0
329,,0,0,0
330,hygiene measures,0,0,0
331,,0,0,0
332,good personal hygiene procedures should be implemented wash promptly if skin becomes,0,0,0
333,contaminated take off immediately all contaminated clothing and wash it before reuse,0,0,0
334,change work clothing daily before leaving workplace wash at the end of each work shift and,0,0,0
335,before eating smoking and using the toilet when using do not eat drink or smoke provide,0,0,0
336,shower facilities near the workplace,0,0,0
337,,0,0,0
338,respiratory protection,0,0,0
339,,0,0,0
340,respiratory protection not required,0,0,0
341,,0,0,0
342,environmental exposure,0,0,0
343,controls,0,0,0
344,,0,0,0
345,emissions from ventilation or work process equipment should be checked to ensure they,0,0,0
346,comply with the requirements of environmental protection legislation,0,0,0
347,,0,0,0
348,4 11,0,0,0
349,,0,0,0
350,revision date 10 11 2017,0,0,0
351,,0,0,0
352,revision 2,0,0,0
353,,0,0,0
354,supersedes date 5 23 2017,0,0,0
355,,0,0,0
356,omnirad 184,0,0,0
357,9 physical and chemical properties,1,0,0
358,information on basic physical and chemical properties,0,0,0
359,appearance,0,0,0
360,,0,0,0
361,solid,0,0,0
362,,0,0,0
363,color,0,0,0
364,,0,0,0
365,white,0,0,0
366,,0,0,0
367,odor,0,0,0
368,,0,0,0
369,characteristic,0,0,0
370,,0,0,0
371,odor threshold,0,0,0
372,,0,0,0
373,not determined,0,0,0
374,,0,0,0
375,ph,0,0,0
376,,0,0,0
377,ph diluted solution 5 7 1,0,0,0
378,,0,0,0
379,melting point,0,0,0
380,,0,0,0
381,47 5 47 7 c,0,0,0
382,,0,0,0
383,initial boiling point and range,0,0,0
384,,0,0,0
385,316 c 1013 hpa,0,0,0
386,,0,0,0
387,flash point,0,0,0
388,,0,0,0
389,164 c cc closed cup,0,0,0
390,,0,0,0
391,evaporation rate,0,0,0
392,,0,0,0
393,scientifically unjustified,0,0,0
394,,0,0,0
395,flammability solid gas,0,0,0
396,,0,0,0
397,not relevant,0,0,0
398,,0,0,0
399,upper lower flammability or,0,0,0
400,explosive limits,0,0,0
401,,0,0,0
402,not relevant,0,0,0
403,,0,0,0
404,vapor pressure,0,0,0
405,,0,0,0
406,0 02 pa 20 c,0,0,0
407,,0,0,0
408,vapor density,0,0,0
409,,0,0,0
410,not determined,0,0,0
411,,0,0,0
412,relative density,0,0,0
413,,0,0,0
414,1 182 20 c,0,0,0
415,,0,0,0
416,bulk density,0,0,0
417,,0,0,0
418,480 kg m³,0,0,0
419,,0,0,0
420,solubility ies,0,0,0
421,,0,0,0
422,442 mg l water 20 c,0,0,0
423,,0,0,0
424,partition coefficient,0,0,0
425,,0,0,0
426,log pow 2 81,0,0,0
427,,0,0,0
428,auto ignition temperature,0,0,0
429,,0,0,0
430,424 c,0,0,0
431,,0,0,0
432,decomposition temperature,0,0,0
433,,0,0,0
434,300 c,0,0,0
435,,0,0,0
436,viscosity,0,0,0
437,,0,0,0
438,not relevant,0,0,0
439,,0,0,0
440,explosive properties,0,0,0
441,,0,0,0
442,not considered to be explosive,0,0,0
443,,0,0,0
444,oxidizing properties,0,0,0
445,,0,0,0
446,does not meet the criteria for classification as oxidizing,0,0,0
447,,0,0,0
448,other information,0,0,0
449,,0,0,0
450,dust may form explosive mixture with air,0,0,0
451,,0,0,0
452,particle size,0,0,0
453,,0,0,0
454,549 µm,0,0,0
455,,0,0,0
456,molecular weight,0,0,0
457,,0,0,0
458,204 27 g mol,0,0,0
459,,0,0,0
460,10 stability and reactivity,1,0,0
461,reactivity,0,0,0
462,,0,0,0
463,the reactivity data for this product will be typical of those for the following class of materials,0,0,0
464,strong acids strong alkalis oxidizing agents,0,0,0
465,,0,0,0
466,stability,0,0,0
467,,0,0,0
468,stable at normal ambient temperatures and when used as recommended,0,0,0
469,,0,0,0
470,possibility of hazardous,0,0,0
471,reactions,0,0,0
472,,0,0,0
473,no potentially hazardous reactions known,0,0,0
474,,0,0,0
475,5 11,0,0,0
476,,0,0,0
477,revision date 10 11 2017,0,0,0
478,,0,0,0
479,revision 2,0,0,0
480,,0,0,0
481,supersedes date 5 23 2017,0,0,0
482,,0,0,0
483,omnirad 184,0,0,0
484,conditions to avoid,0,0,0
485,,0,0,0
486,keep away from heat sparks and open flame avoid exposure to high temperatures or direct,0,0,0
487,sunlight,0,0,0
488,,0,0,0
489,materials to avoid,0,0,0
490,,0,0,0
491,strong acids strong alkalis oxidizing agents,0,0,0
492,,0,0,0
493,hazardous decomposition,0,0,0
494,products,0,0,0
495,,0,0,0
496,does not decompose when used and stored as recommended,0,0,0
497,,0,0,0
498,11 toxicological information,1,0,0
499,information on toxicological effects,0,0,0
500,toxicological effects,0,0,0
501,,0,0,0
502,the toxicity of this substance has been assessed during reach registration,0,0,0
503,,0,0,0
504,acute toxicity oral,0,0,0
505,notes oral ld₅₀,0,0,0
506,,0,0,0
507,ld₅₀ 2500 mg kg oral rat,0,0,0
508,,0,0,0
509,acute toxicity dermal,0,0,0
510,notes dermal ld₅₀,0,0,0
511,,0,0,0
512,ld₅₀ 5000 mg kg dermal rat,0,0,0
513,,0,0,0
514,acute toxicity inhalation,0,0,0
515,notes inhalation lc₅₀,0,0,0
516,,0,0,0
517,lc₅₀ 1 mg l inhalation rat,0,0,0
518,,0,0,0
519,skin corrosion irritation,0,0,0
520,skin corrosion irritation,0,0,0
521,,0,0,0
522,based on available data the classification criteria are not met,0,0,0
523,,0,0,0
524,animal data,0,0,0
525,,0,0,0
526,dose 0 5g 24 hours rabbit erythema eschar score no erythema 0 oedema score no,0,0,0
527,oedema 0,0,0,0
528,,0,0,0
529,serious eye damage irritation,0,0,0
530,serious eye damage irritation,0,0,0
531,,0,0,0
532,based on available data the classification criteria are not met,0,0,0
533,,0,0,0
534,respiratory sensitization,0,0,0
535,respiratory sensitization,0,0,0
536,,0,0,0
537,based on available data the classification criteria are not met,0,0,0
538,,0,0,0
539,skin sensitization,0,0,0
540,skin sensitization,0,0,0
541,,0,0,0
542,guinea pig maximization test gpmt guinea pig not sensitizing,0,0,0
543,,0,0,0
544,germ cell mutagenicity,0,0,0
545,genotoxicity in vitro,0,0,0
546,,0,0,0
547,gene mutation negative,0,0,0
548,,0,0,0
549,genotoxicity in vivo,0,0,0
550,,0,0,0
551,chromosome aberration negative,0,0,0
552,,0,0,0
553,carcinogenicity,0,0,0
554,carcinogenicity,0,0,0
555,,0,0,0
556,no data available,0,0,0
557,,0,0,0
558,reproductive toxicity,0,0,0
559,reproductive toxicity development,0,0,0
560,,0,0,0
561,noael 900 mg kg day oral rat,0,0,0
562,,0,0,0
563,specific target organ toxicity single exposure,0,0,0
564,stot single exposure,0,0,0
565,,0,0,0
566,not classified as a specific target organ toxicant after a single exposure,0,0,0
567,,0,0,0
568,target organs,0,0,0
569,,0,0,0
570,not relevant,0,0,0
571,,0,0,0
572,specific target organ toxicity repeated exposure,0,0,0
573,stot repeated exposure,0,0,0
574,,0,0,0
575,based on available data the classification criteria are not met noael 300 mg kg day oral,0,0,0
576,rat,0,0,0
577,,0,0,0
578,target organs,0,0,0
579,,0,0,0
580,no specific target organs known,0,0,0
581,,0,0,0
582,6 11,0,0,0
583,,0,0,0
584,revision date 10 11 2017,0,0,0
585,,0,0,0
586,revision 2,0,0,0
587,,0,0,0
588,supersedes date 5 23 2017,0,0,0
589,,0,0,0
590,omnirad 184,0,0,0
591,aspiration hazard,0,0,0
592,aspiration hazard,0,0,0
593,,0,0,0
594,not relevant,0,0,0
595,,0,0,0
596,general information,0,0,0
597,,0,0,0
598,no specific health hazards known,0,0,0
599,,0,0,0
600,12 ecological information,1,0,0
601,ecotoxicity,0,0,0
602,,0,0,0
603,the product is not expected to be hazardous to wastewater treatment processes,0,0,0
604,,0,0,0
605,acute toxicity fish,0,0,0
606,,0,0,0
607,lc₅₀ 96 hours 24 mg l brachydanio rerio zebra fish,0,0,0
608,,0,0,0
609,acute toxicity aquatic,0,0,0
610,invertebrates,0,0,0
611,,0,0,0
612,ec₅₀ 48 hours 53 9 mg l daphnia magna,0,0,0
613,,0,0,0
614,acute toxicity aquatic plants,0,0,0
615,,0,0,0
616,ec₅₀ 72 hours 14 4 mg l desmodesmus subspicatus,0,0,0
617,,0,0,0
618,acute toxicity microorganisms,0,0,0
619,,0,0,0
620,ec₅₀ 3 hours 100 mg l activated sludge,0,0,0
621,,0,0,0
622,chronic toxicity fish early life no data available,0,0,0
623,stage,0,0,0
624,chronic toxicity aquatic,0,0,0
625,invertebrates,0,0,0
626,,0,0,0
627,no data available,0,0,0
628,,0,0,0
629,toxicity to terrestrial plants,0,0,0
630,,0,0,0
631,scientifically unjustified,0,0,0
632,,0,0,0
633,persistence and degradability,0,0,0
634,persistence and degradability the substance is readily biodegradable,0,0,0
635,phototransformation,0,0,0
636,,0,0,0
637,water dt₅₀ 129 hours,0,0,0
638,estimated value,0,0,0
639,,0,0,0
640,stability hydrolysis,0,0,0
641,,0,0,0
642,ph7 half life 77 days 50 c,0,0,0
643,,0,0,0
644,biodegradation,0,0,0
645,,0,0,0
646,water degradation 80 28 days,0,0,0
647,,0,0,0
648,bioaccumulative potential,0,0,0
649,bio accumulative potential,0,0,0
650,,0,0,0
651,bcf 4 12 cyprinus carpio common carp,0,0,0
652,,0,0,0
653,partition coefficient,0,0,0
654,,0,0,0
655,log pow 2 81,0,0,0
656,,0,0,0
657,mobility in soil,0,0,0
658,mobility,0,0,0
659,,0,0,0
660,slightly soluble in water,0,0,0
661,,0,0,0
662,adsorption desorption,0,0,0
663,coefficient,0,0,0
664,,0,0,0
665,water koc 82 83,0,0,0
666,,0,0,0
667,henry s law constant,0,0,0
668,,0,0,0
669,0 282 pa m³ mol 25 c,0,0,0
670,,0,0,0
671,surface tension,0,0,0
672,,0,0,0
673,60 2 mn m 20 c,0,0,0
674,,0,0,0
675,other adverse effects,0,0,0
676,other adverse effects,0,0,0
677,,0,0,0
678,none known,0,0,0
679,,0,0,0
680,13 disposal considerations,1,0,0
681,waste treatment methods,0,0,0
682,,0,0,0
683,7 11,0,0,0
684,,0,0,0
685,revision date 10 11 2017,0,0,0
686,,0,0,0
687,revision 2,0,0,0
688,,0,0,0
689,supersedes date 5 23 2017,0,0,0
690,,0,0,0
691,omnirad 184,0,0,0
692,general information,0,0,0
693,,0,0,0
694,when handling waste the safety precautions applying to handling of the product should be,0,0,0
695,considered waste residues empty containers discarded work clothes and contaminated,0,0,0
696,cleaning materials should be collected in designated containers labeled with their contents,0,0,0
697,dispose of surplus products and those that cannot be recycled via a licensed waste disposal,0,0,0
698,contractor disposal of this product process solutions residues and by products should at all,0,0,0
699,times comply with the requirements of environmental protection and waste disposal legislation,0,0,0
700,and any local authority requirements do not cut or weld used containers unless they have,0,0,0
701,been thoroughly cleaned internally,0,0,0
702,,0,0,0
703,disposal methods,0,0,0
704,,0,0,0
705,dispose of contents container in accordance with national regulations waste is suitable for,0,0,0
706,incineration,0,0,0
707,,0,0,0
708,14 transport information,1,0,0
709,general,0,0,0
710,,0,0,0
711,the product is not covered by international regulations on the transport of dangerous goods,0,0,0
712,imdg iata dot,0,0,0
713,,0,0,0
714,un number,0,0,0
715,not applicable,0,0,0
716,un no dot,0,0,0
717,,0,0,0
718,not applicable,0,0,0
719,,0,0,0
720,un proper shipping name,0,0,0
721,not applicable,0,0,0
722,proper shipping name dot not applicable,0,0,0
723,transport hazard class es,0,0,0
724,no transport warning sign required,0,0,0
725,dot transport labels,0,0,0
726,no transport warning sign required,0,0,0
727,packing group,0,0,0
728,not applicable,0,0,0
729,dot packing group,0,0,0
730,,0,0,0
731,not applicable,0,0,0
732,,0,0,0
733,environmental hazards,0,0,0
734,environmentally hazardous substance,0,0,0
735,no,0,0,0
736,special precautions for user,0,0,0
737,not applicable,0,0,0
738,dot reportable quantity,0,0,0
739,,0,0,0
740,not applicable,0,0,0
741,,0,0,0
742,dot tih zone,0,0,0
743,,0,0,0
744,not applicable,0,0,0
745,,0,0,0
746,transport in bulk according to not applicable,0,0,0
747,annex ii of marpol 73 78,0,0,0
748,and the ibc code,0,0,0
749,15 regulatory information,1,0,0
750,regulatory references,0,0,0
751,,0,0,0
752,u s dol osha 29 cfr 1910 1200 the hazard communication standard hcs,0,0,0
753,,0,0,0
754,us federal regulations,0,0,0
755,,0,0,0
756,8 11,0,0,0
757,,0,0,0
758,revision date 10 11 2017,0,0,0
759,,0,0,0
760,revision 2,0,0,0
761,,0,0,0
762,omnirad 184,0,0,0
763,sara section 302 extremely hazardous substances tier ii threshold planning quantities,0,0,0
764,not listed,0,0,0
765,cercla superfund hazardous substances reportable quantities epa,0,0,0
766,not listed,0,0,0
767,sara extremely hazardous substances epcra reportable quantities,0,0,0
768,not listed,0,0,0
769,sara 313 emission reporting,0,0,0
770,not listed,0,0,0
771,caa accidental release prevention,0,0,0
772,not listed,0,0,0
773,fda essential chemical,0,0,0
774,not listed,0,0,0
775,fda precursor chemical,0,0,0
776,not listed,0,0,0
777,sara 311 312 hazard categories,0,0,0
778,not listed,0,0,0
779,osha highly hazardous chemicals,0,0,0
780,not listed,0,0,0
781,us state regulations,0,0,0
782,california proposition 65 carcinogens and reproductive toxins,0,0,0
783,not listed,0,0,0
784,california air toxics hot spots a i,0,0,0
785,not listed,0,0,0
786,california air toxics hot spots a ii,0,0,0
787,not listed,0,0,0
788,california directors list of hazardous substances,0,0,0
789,not listed,0,0,0
790,massachusetts right to know list,0,0,0
791,not listed,0,0,0
792,rhode island right to know list,0,0,0
793,not listed,0,0,0
794,minnesota right to know list,0,0,0
795,not listed,0,0,0
796,new jersey right to know list,0,0,0
797,not listed,0,0,0
798,pennsylvania right to know list,0,0,0
799,not listed,0,0,0
800,inventories,0,0,0
801,,0,0,0
802,9 11,0,0,0
803,,0,0,0
804,supersedes date 5 23 2017,0,0,0
805,,0,0,0
806,revision date 10 11 2017,0,0,0
807,,0,0,0
808,revision 2,0,0,0
809,,0,0,0
810,omnirad 184,0,0,0
811,eu einecs elincs,0,0,0
812,einecs,0,0,0
813,canada dsl ndsl,0,0,0
814,dsl,0,0,0
815,us tsca,0,0,0
816,present,0,0,0
817,us tsca 12 b export notification,0,0,0
818,not listed,0,0,0
819,australia aics,0,0,0
820,all the ingredients are listed or exempt,0,0,0
821,japan miti,0,0,0
822,all the ingredients are listed or exempt,0,0,0
823,korea keci,0,0,0
824,all the ingredients are listed or exempt,0,0,0
825,china iecsc,0,0,0
826,all the ingredients are listed or exempt,0,0,0
827,philippines piccs,0,0,0
828,all the ingredients are listed or exempt,0,0,0
829,new zealand nzioc,0,0,0
830,all the ingredients are listed or exempt,0,0,0
831,taiwan neci,0,0,0
832,present,0,0,0
833,16 other information,1,0,0
834,key literature references and,0,0,0
835,sources for data,0,0,0
836,,0,0,0
837,reach dossier information supplier s information,0,0,0
838,,0,0,0
839,revision comments,0,0,0
840,,0,0,0
841,product name change,0,0,0
842,,0,0,0
843,revision date,0,0,0
844,,0,0,0
845,10 11 2017,0,0,0
846,,0,0,0
847,revision,0,0,0
848,,0,0,0
849,2,0,0,0
850,,0,0,0
851,supersedes date,0,0,0
852,,0,0,0
853,5 23 2017,0,0,0
854,,0,0,0
855,sds no,0,0,0
856,,0,0,0
857,752,0,0,0
858,,0,0,0
859,sds status,0,0,0
860,,0,0,0
861,approved,0,0,0
862,,0,0,0
863,nfpa health hazard,0,0,0
864,,0,0,0
865,irritation minor residual injury 1,0,0,0
866,,0,0,0
867,nfpa flammability hazard,0,0,0
868,,0,0,0
869,burns only if pre heated 1,0,0,0
870,,0,0,0
871,nfpa instability hazard,0,0,0
872,,0,0,0
873,unstable if heated 1,0,0,0
874,,0,0,0
875,aca hmis health rating,0,0,0
876,,0,0,0
877,slight hazard 1,0,0,0
878,,0,0,0
879,aca hmis flammability,0,0,0
880,rating,0,0,0
881,,0,0,0
882,burns only if pre heated 1,0,0,0
883,,0,0,0
884,10 11,0,0,0
885,,0,0,0
886,supersedes date 5 23 2017,0,0,0
887,,0,0,0
888,revision date 10 11 2017,0,0,0
889,,0,0,0
890,revision 2,0,0,0
891,,0,0,0
892,supersedes date 5 23 2017,0,0,0
893,,0,0,0
894,omnirad 184,0,0,0
